1810,8151
2608,10384
4566,7311
228,10413
3670,8878
2437,8793
1730,6995
1825,10547
3324,8275
1307,9451
1027,7574
1673,6914
462,9809
307,9796
2428,10081
2674,10144
5420,10207
1898,7378
6160,10223
712,7750
890,9862
3361,8872
4604,9885
4600,9663
6526,8869
2419,9891
2294,10362
1027,10203
4780,8324
2086,9205
3501,8019
2126,8837
303,6667
6037,9516
1502,10577
3027,10161
1383,7488
5648,9158
3867,7072
6020,8854
2787,9801
5030,10834
2246,9373
5620,8516
3980,8356
3098,7460
5734,10892
4312,9408
5785,10528
2629,8177
5326,8865
3493,9089
3556,6856
350,7772
4438,6657
4191,9085
5891,7458
6589,8403
5916,7592
980,8436
28,10400
3724,7074
1583,9772
4842,8247
3686,9008
4067,10271
5352,7698
788,8945
3962,7187
639,10499
5021,10214
4800,8315
5559,7916
3395,9754
2737,8747
1061,10508
2379,6909
4437,7166
1249,9835
1176,8872
1711,9768
5182,10724
1514,7335
2678,6786
4825,10177
19,8652
1756,10287
5054,9010
1650,7184
16,8977
3212,9399
5595,10279
4385,7200
2288,7491
3862,6742
93,8002
5925,9197
3496,9645
1335,9156
5216,8230
5379,9605
6445,8356
3128,7481
5218,10372
3424,8188
5200,10602
4292,9701
3991,7810
3008,8533
122,6844
4750,10799
4458,9494
1048,9592
6154,6914
5450,9087
4870,8830
4380,7461
6071,9525
3788,7638
4810,7843
2165,10173
4634,9874
3236,9569
6121,9983
2866,6935
426,7665
3320,10151
4648,7805
2476,8870
2212,7401
5659,8478
2521,9069
281,10737
3746,10480
1376,10222
4306,7615
399,7961
4900,8919
5586,9702
3103,9453
1222,10515
5007,7667
362,9470
5390,9523
2244,8123
4412,9436
4512,8980
310,7633
1682,10308
6182,9972
1603,10146
6486,8944
5265,8792
4573,10266
1598,10713
4541,9034
945,8790
1322,6679
5888,9054
1446,9732
6092,8045
4102,8404
3681,7595
1716,7034
6216,9169
5750,9225
395,8996
3211,9117
3729,10473
1850,9854
4479,10624
6158,8824
4640,7779
1921,6767
160,9565
3289,7250
2879,10875
3146,8676
237,8307
3568,7333
3686,8640
864,8601
2036,9489
3562,8392
1625,9918
2699,7430
4871,8037
1476,10377
