3559,4701
3981,6334
2685,5483
393,5134
104,5775
588,5988
3202,5292
2469,5394
3084,5156
3062,5084
1184,5647
671,5554
282,6181
2044,5815
2475,6508
2650,4986
257,5318
4043,5785
2417,5751
2038,4888
2698,5309
2057,5569
1536,6214
3199,5852
2494,5126
3897,6445
1687,6541
1313,4585
3381,6156
2478,4896
4364,4550
4188,5679
467,5000
1387,6579
2977,6416
3648,5832
91,5404
948,5866
1919,6535
1838,6290
1035,5288
2867,5980
343,5846
4043,6672
2092,6511
3061,5502
3933,4902
4301,6456
3331,5655
3822,6679
2443,5156
2827,5048
1229,4543
1382,4747
2929,4677
1014,5673
2956,6624
1216,5819
1324,6015
3178,6248
2324,5244
397,5901
490,4933
1153,5181
2503,6357
361,5101
3182,4739
3494,5542
4442,4841
2516,5862
3138,4670
430,5624
626,6433
708,6199
2066,4694
2821,5270
3328,4821
32,5523
3765,6673
4182,4764
4340,5869
4434,6044
3804,6196
3771,6655
129,6084
3546,5709
3984,6228
3345,4862
940,4797
4016,4628
1939,6595
4358,6393
3667,5427
3826,6369
4012,5894
4043,4553
1028,4537
2387,5724
3327,5389
1178,5252
3738,4722
2110,5500
3333,6171
3433,6471
2204,5431
1687,6449
269,5766
1605,4796
2319,6313
157,6206
1253,6560
165,5150
1775,6184
3735,6097
2865,4526
1734,6457
1757,5438
3947,5356
2659,4869
2010,4726
1043,4994
4173,5203
377,5788
602,6223
1964,6529
2686,5852
1945,5799
2721,4784
1270,5872
3303,5362
1077,5276
2670,4831
560,5860
2943,5794
1018,5319
1566,5255
896,5917
2086,6552
2478,5465
1806,4931
2797,6524
2893,5575
2824,6147
263,5867
2354,5222
3842,4519
2904,6559
868,6152
3137,4584
477,6196
640,6287
2480,4968
1670,5690
2496,4592
2510,4594
3593,5913
3221,6329
1444,6152
4330,4533
2020,4949
2065,4809
3664,5003
640,6497
2070,4776
1948,4505
3842,5549
2904,5296
3066,5029
299,6170
3836,5956
514,6296
81,5847
1401,5066
4116,5559
372,5171
4070,6248
4190,5071
3017,6553
2747,6094
170,4688
77,4556
2631,5664
2628,6342
4215,6157
3965,4663
409,4685
906,5165
2830,6332
1926,4827
2256,4889
4219,4685
3546,6636
349,6197
2870,5934
2525,6195
1177,6457
903,5408
4306,6555
522,6272
2522,6548
1929,5632
4360,6172
3664,5731
1484,5758
3115,5739
50,5979
392,5157
2173,5952
1057,6182
3896,6414
2537,4508
1969,5927
65,5507
348,4882
3203,5990
2639,4662
2086,4646
1930,5162
4025,5857
3486,5105
302,6652
1953,6555
1389,5161
4497,5420
1550,6389
2842,5001
3058,6374
49,5407
1480,6564
4479,5461
736,5766
186,4517
3907,4779
3560,6531
2172,6474
1634,6658
3361,4862
2367,5818
1276,6549
963,4689
1692,5445
