1406,4190
2578,4123
1939,3618
451,3869
324,3884
940,3669
1941,3783
748,4249
52,3691
1558,3791
378,2803
421,2935
673,3182
2215,3774
1462,3812
2387,3408
2386,3428
2592,3404
391,2966
1520,4583
1300,3339
2629,4223
2141,3364
1020,4584
994,4522
2629,3560
2257,3896
1703,4139
1831,3614
1118,3500
1092,4001
699,4426
327,2759
2001,4584
1856,4254
1523,3937
1128,3390
307,4528
2357,3278
2059,3753
580,3460
1019,3768
362,3522
1103,3979
1205,3210
2673,3261
2387,3359
1342,4338
365,3545
27,4705
999,4433
1620,3603
1859,4303
262,2760
491,4041
1412,3750
1633,2938
2616,3940
1368,3822
909,3912
1708,3942
1526,2934
2195,4708
2615,3291
2106,4556
166,3681
661,3115
2648,4393
1903,4200
353,3755
1446,4352
1880,3098
2287,3338
886,3973
1494,4424
1193,3302
1639,4381
909,4191
2372,3157
369,3113
1600,3089
1391,3460
71,4682
1405,4427
1166,4124
1238,3862
268,4475
2594,3847
2194,4383
2268,3289
1712,3394
2504,3969
2347,3459
441,2896
1618,4368
2432,4152
2098,4263
290,2830
450,4373
1526,2809
224,3938
1342,4352
765,3999
82,4330
598,3231
1379,4588
174,3753
2568,2974
1355,4360
2687,2898
313,3882
851,4575
2471,4573
907,4580
1692,3924
771,4134
624,4337
952,3027
36,3289
270,4021
2251,4598
36,3721
144,3813
669,3562
714,3708
576,3608
1685,4578
1106,2870
1928,3405
1154,3781
567,4229
1727,2883
2317,3641
1031,4716
150,4036
2335,2810
520,4441
1022,4164
1689,4100
965,2801
923,4554
757,3161
1860,3082
1504,4532
1792,4223
263,4490
2601,2838
1752,3596
2476,3218
2365,4211
1160,2768
2560,3351
2015,4619
2029,2885
2018,3321
901,4410
1066,2932
367,4516
27,3101
1208,3936
2470,4253
545,2889
1326,3350
1884,4370
748,2818
2456,3054
1565,4309
2577,3680
1338,4228
1815,3064
1436,3442
367,3400
1573,3330
1989,4705
844,3207
878,4661
2541,2914
52,2943
416,2995
2719,3269
1135,4293
1914,2846
1635,2912
2386,3838
2077,4115
369,2843
1,3384
1599,4724
310,3273
1407,4677
411,4583
108,4353
869,4425
1194,3588
2629,3674
1744,3278
1935,3487
1148,4246
1408,3775
1375,3264
2021,4671
1750,4419
536,3719
360,3420
581,3291
2724,4499
1621,3361
475,4291
434,4715
97,4235
2112,3531
1217,4696
2333,3686
1034,4616
2417,3524
2289,4710
178,3302
768,2930
736,3561
2525,4437
93,4296
2334,3921
48,3660
1121,3782
310,4340
1144,3674
2469,4627
1779,3903
1140,3690
2603,3959
1256,3908
797,4311
901,4127
1925,3708
2444,4636
878,3505
116,4208
2521,4259
652,3207
1641,3964
849,3699
420,3446
678,3036
1457,3170
1203,3549
1017,3959
2127,4413
897,4283
18,3881
1066,3633
1214,3637
1371,2858
1941,3359
1034,3991
743,3000
1695,3165
2050,3894
510,2991
1497,4721
1042,3408
1045,3891
976,3880
239,4415
1293,4367
1262,4632
1012,2773
2084,3179
137,4073
1546,4193
1677,3521
2702,3939
867,4193
1259,3173
679,4488
2678,4031
1581,2887
2646,4328
2464,3358
1207,3347
361,4631
1632,3609
2474,2949
724,3625
372,2906
572,3880
210,4224
131,3787
1393,4205
1230,4693
1791,3679
714,4020
610,3894
2236,4723
2181,2999
1152,3460
2460,4054
816,4627
282,3894
2068,2837
2417,4622
399,4575
2585,4282
1194,4477
1446,3078
1518,3805
1982,2756
485,3148
2321,3295
1876,3732
9,3485
175,3380
131,3699
488,4643
113,3877
1347,3787
970,3032
1113,3794
2152,4513
2394,3016
388,2748
1361,3736
1007,3488
1463,3615
9,3013
1673,4377
741,3865
997,4523
1362,2959
1886,3334
2466,3669
974,2929
533,4414
490,3794
1154,3152
383,3822
2137,3367
2605,3394
1420,3477
675,4434
1835,3942
1515,3781
186,4251
924,4334
1170,2904
2271,4515
866,2950
359,4442
177,4677
1760,3304
1959,2952
2414,3198
1957,3626
605,3634
71,4518
2403,4538
1566,4166
46,4550
2695,3449
615,3906
1036,3897
1429,4063
1873,4113
1698,3313
2638,3159
1609,3820
1990,4344
557,4274
564,3373
1868,3147
2535,4580
1167,2794
1281,3045
2404,3036
1447,4430
2695,4588
2126,3335
2037,4574
1466,2988
2523,4405
2674,3022
301,2772
1721,3652
484,3311
1577,2768
281,3140
880,2739
862,2891
2365,3890
2498,4449
2333,4169
1093,3244
139,4700
48,4410
1366,3143
2714,3985
102,4615
869,3054
1948,3226
